name,latitude,longitude
Kit Carson House Historic Site,36.4070067,-105.5721224
Casados House Historic Site,36.7295356,-106.5696999
Chimayo Trading Post Historic Site,35.9913596,-106.0684106
Chama Jail House Historic Site,36.903123,-106.5788564
Rosenwald Building Historic Site,35.084233,-106.651451
Ramon Jaramillo House and Barn Historic Site,36.7272564,-106.5333545
Kimo Theater Historic Site,35.0848183,-106.652561
Davy Museum,36.685019,-105.8894578
Western Hotel,33.6432134,-105.8778255
Picacho Lodge,32.3040193,-106.8464614
Hardwick Hotel,32.84249,-104.3996785
Hidalgo Hotel,32.3504867,-108.7085311
Brigham Young Junior House Historic Site,36.7394446,-108.3960118
Ilfield Law Office Building Historic Site,35.5970679,-105.2008775
Jemez Hot Springs Mineral Bath House Historic Site,35.7716273,-106.6910845
Dobson House Historic Site,34.1166512,-107.2435616
Canjilon Mountain Lookout Cabin Historic Site,36.4802116,-106.4379456
Capitian Depot Historic Site,33.5451566,-105.5722535
Delgado Hall Historic Site,36.3445124,-106.1892343
Guadalupe Courthouse Historic Site,34.9386458,-104.682361
Don Benigno Romero House Historic Site,35.5935008,-105.2184176
Oratorio de San Buenaventura Historic Site,36.0011102,-105.9322713
Sipple-Ward Building Historic Site,32.8423345,-104.4032963
Shollenbarger Mercantile Company Building Historic Site,35.3655386,-103.4104775
McFarland Brothers Bank Historic Site,35.3653418,-103.4103944
Miguel Valdez Barn Historic Site,36.7272381,-106.5333408
Gilbert Martinez Barn Historic Site,36.729659,-106.569702
Madrid Boarding House Historic Site,35.4066457,-106.1524998
Percha Bank Historic Site,32.917018,-107.7061436
Taos Inn Historic Site,36.4081586,-105.5718799
Mabel Dodge Luhan House Historic Site,36.405879,-105.5682321
Doctor Robert M Ross House Historic Site,32.8423345,-104.4032963
Millicent Rogers Museum,36.444036,-105.594019
Kit Carson Historic Museum,36.4070361,-105.572244
Theodore Roosevelt Rough Rider Memorial and City Museum,35.5935371,-105.2178777
Black Range Museum,32.9204615,-107.567255
Grants Chamber of Commerce and Mining Museum,35.1542043,-107.8545023
Western New Mexico University Museum,32.776993,-108.282516
Telephone Pioneer Museum,35.0851005,-106.651398
Aztec Museum,36.8234087,-107.994816
University Art Museum,35.0821823,-106.6199469
Geronimo Springs Museum,33.1300586,-107.2526698
Valencia County Historical Society Museum,34.6599919,-106.767837
Moriarty Historical Society Museum,35.0030864,-106.0492256
San Ildefonso Pueblo Museum,35.8927951,-106.1177615
Sacramento Mountains Historical Society Museum,32.958094,-105.735977
Folsom Museum,36.8449249,-103.9174088
Museum of the Horse,33.3314049,-105.595374
Old Fort Sumner Museum,34.440069,-104.0091348
Spanish History Museum,35.08134,-106.6200752
Lea County Museum,32.9441288,-103.348426
Lauriano Cordova Memorial Musuem,36.1907035,-105.6706082
Meteorite Museum,35.0829787,-106.6229439
Red Rock Musuem,35.541649,-108.6143635
Picuris Pueblo Museum Center,36.2009819,-105.7098842
Cleveland Roller Mill Museum,35.9855893,-105.358624
Silver Family Geology Museum,35.0830445,-106.6229511
Museum of Zuni,35.0658836,-108.8518589
Maxwell Museum of Anthropology,35.0851392,-106.625054
Artesia Historical Museum and Art Center,32.8423345,-104.4032963
Acoma Museum,34.9017895,-107.5881133
Museum of Albuquerque Library,35.0845584,-106.6512266
American International Rattlesnake Museum,35.0954252,-106.6692423
Lake Arthur Educational Museum,32.9981894,-104.3667246
United States Department of Energy National Atomic Museum Library,35.0845379,-106.6511232
Rough Riders Museum,35.5936325,-105.2175909
Daughters of Utah Pioneers Museum,40.453055,-109.5383734
Treehouse Childrens Museum,41.2264509,-111.9707586
Utah Museum of Fine Arts,40.760243,-111.8431702
Roy Heritage Museum,41.1627254,-112.0206632
Museum of Utah Folk Art,40.7455463,-111.874446
Museo De Las Americas,39.7300463,-104.998839
"Denver Museum of Miniatures, Dolls And Toys",39.7457133,-104.9606539
Children’s Museum of Denver at Marsico Campus,39.7486538,-105.017044
Hiwan Homestead Museum,39.6391141,-105.3234574
Mizel Museum,39.7090618,-104.917249
Denver Firefighters Museum,39.7406567,-104.9924255
Black American West Museum,39.7592281,-104.974471
American Museum of Western Art,39.7446273,-104.9879622
Miners Museum,39.9980986,-105.089574
Eagle County Historical Museum,39.6579504,-106.8285172
Lakewood's Heritage Center,39.7032021,-105.0838675
Pioneer Museum,37.3471193,-108.2893932
Saguache County Museum,38.0862974,-106.142455
Cozens Ranch Museum,39.9327462,-105.7911562
Overland Trail Museum,40.6184479,-103.180643
Pioneer Museum,38.5438949,-106.9174663
Ute Indian Museum,38.4348038,-107.867811
Rio Grande Southern Railroad Museum,37.4408266,-108.503424
Redstone Museum,39.1827634,-107.2383837
Hotchkiss-Crawford Historical Museum,38.7980404,-107.7200587
Lewis and Clark Trail Museum,47.8454829,-103.6415533
Prehistoric Prairies Discovery Center,42.6869126,-103.4118677
Cabelas Wildlife Display,41.115263,-102.9554775
Heritage Center II,42.6853837,-102.688877
Heritage Center I,42.683853,-102.689641
Kingsley Dam Eagle Viewing Facility,41.2111021,-101.668507
Pony Express Station Museum,40.9332376,-100.1594862
Gruber House,41.215527,-98.4566015
Graves Library Museum,42.2693639,-96.8668634
Mansion on the Hill,41.1330536,-101.7211845
Pawnee Retirement Hotel,41.1374982,-100.7609789
Knight Museum and Sandhills Center,42.1036777,-102.8671745
North Platte Valley Museum,41.8174684,-103.6612417
Western Nebraska Mexican American Historical Museum,41.8733436,-103.6604422
Sioux County Museum,42.6863216,-103.8827856
Fort Robinson History Center,42.6683708,-103.4663068
Wyo-Braska Natural History Museum,41.8301163,-103.6595507
Dawes County Historical Museum,42.7927204,-103.0193558
Prairie Schooner Museum,41.4072018,-102.9738152
Cheyenne County Museum,41.1441624,-102.9717735
Bayard Chimney Rock Museum,41.7521112,-103.324664
Lodgepole Depot Museum,41.1497086,-102.6363041
Plains Historical Museum,41.2369249,-103.6632745
Sheridan County Historical Museum,42.7184234,-102.4576531
Garden County Museum,41.4048244,-102.3443469
Scamahorn Museum,42.8086517,-102.2055321
Fort Robinson State Park Museum,42.6691344,-103.465203
Omaha Home for the Boys Visitors Center and History Museum,41.3141643,-95.9925149
Historic Florence Depot Museum,41.3420696,-95.9609595
General Crook House Museum,41.3102521,-95.9604792
Historic Florence Bank Museum,41.3372926,-95.960945
Mari Sandoz Museum,42.4949925,-102.2035213
Valley Historical Museum,41.3111518,-96.3506625
Nebraska Jewish Historical Society: Henry and Dorothy Riekes Museum,41.257027,-96.1183038
Black Americana Museum,41.2470484,-95.9336789
Great Plains Black History Museum,41.2796346,-95.9468993
El Museo Latino,41.2119153,-95.9481391
Sokol South Omaha Czechoslovak Museum,41.2013877,-95.9408471
Omaha Childrens Museum,41.2549986,-95.94307
Sarpy County Historical Museum,41.1340753,-95.9059338
Cass County Historical Museum,41.0113881,-95.8872314
Memory Lane Museum Complex,40.8698263,-96.141989
Washington County Historical Museum,41.4560568,-96.0266094
Steamboat Museum,41.540812,-96.0307592
Bess Streeter Aldrich Museum,40.8441886,-96.2917742
Greenwood Depot Museum,40.9606196,-96.4408862
Musbach Museum,41.6664125,-96.6659563
Nebraska Railroad Museum,41.4469438,-96.5080808
Louis E May Museum,41.4448791,-96.5026861
Saunders County Historical Museum,41.2077182,-96.6232539
Wisner Heritage Museum,41.9872061,-96.9137613
Cuming County Historical Society Museum Complex,41.8416659,-96.7086432
Burt County Museum,41.7812258,-96.2205085
Otoe County Museum of Memories,40.6562464,-96.1800194
Nebraska Military Historical Society Museum,40.55418,-98.3156116
Dixon County Museum,42.4163474,-96.8450526
Old Freighters Museum,40.6807086,-95.8629369
Verdigre Heritage Museum,42.5991692,-98.0339593
Crosier Asmat Museum,40.601439,-98.3785579
Richardson County Military History Museum,40.0621459,-95.6024159
Pawnee City Historical Society Museum,40.1097223,-96.142784
Johnson County Museum,40.3665675,-96.19603
Richardson County Historical Society Museum,40.0650018,-95.6019294
Heritage Museum of Thurston County,42.1153547,-96.708766
O'Connor House Museum Complex,42.3146481,-96.4746556
Brownville Historical Society Museum,40.3973565,-95.6575654
Meriwether Lewis Dredge Museum of Missouri River History,40.39504,-95.6508425
Jefferson County Historical Museum,40.1326233,-97.1738788
Thayer County Museum,40.2554078,-97.5586579
Nuckolls County Historical Society Museum,40.0222359,-98.0647664
Wilber Czech Museum,40.4816704,-96.9608619
Heritage Room Museum,40.2369765,-97.9034352
Fillmore County Museum,40.635025,-97.5850172
Anna Bemis Palmer Museum,40.868345,-97.5914399
Tobias Community Historical Museum,40.4183963,-97.3358884
Saline County Museum,40.6441722,-97.1139258
Plainsman Museum,40.858901,-97.9961653
Butler County Historical Society Museum,41.2533463,-97.1328151
Bartels Museum of Rocks and Minerals,40.913561,-97.088992
Seward County Historical Society Museum,40.8353235,-97.2167336
Platte County Historical Museum,41.4325076,-97.3637394
Schuyler/Colfax County Museum,41.4471252,-97.0568573
Howells Museum,41.7236169,-97.0011465
Clarkson Historical Museum,41.7257673,-97.1225483
Madison County Historical Society Museum,41.8282002,-97.4568397
Wayne County Museum,42.2353312,-97.0205021
Winside Museum,42.176392,-97.1750483
Cambridge Museum,40.2825065,-100.167914
Stanton County Museum,42.0183379,-97.0580981
Elkhorn Valley Museum and Research Center,42.0379412,-97.4182649
Meadow Grove Museum,42.028634,-97.736016
Kearney Area Childrens Museum,40.7312672,-99.085993
Franklin County Museum,40.1028554,-98.9507433
One Hundredth Meridian Museum,40.8598247,-99.9841127
Robert Henri Museum,40.8597152,-99.9838039
Sod House Museum,40.9180264,-100.167699
Dawson County Historical Museum,40.7811177,-99.7309484
Farwell Museum,41.2155676,-98.6281299
Museum of Nebraska Major League Baseball,41.2131801,-98.4577843
Klown Museum,42.3494489,-97.7939535
Cedar County Historical Museum,42.6198227,-97.2685417
Phelps County Historical Museum,40.462295,-99.380569
Sherman County Historical Museum,41.275565,-98.9667532
Seven Valleys Museum,41.2913949,-99.925677
Sturdevant-McKee Museum,42.5287873,-98.9785832
Garfield County Historical Museum,41.7808398,-99.1345428
White Horse Ranch Museum,42.5991677,-99.1426014
Sellors-Barton Museum,42.5502771,-99.8629014
Pioneer Memorial Log Cabin Museum,41.7703755,-99.3793149
Hitchcock County Museum,40.1752762,-101.011549
Little House Museum,40.1486073,-101.2337736
Museum of the High Plains,40.2012939,-100.6254395
Dundy County Museum,40.0488837,-101.534055
Chase County Museum,40.4692385,-101.7483049
Fort Brady Museum,41.0224297,-100.3676869
Cody Park Railroad Museum,41.1476816,-100.7529287
Nebraska National Trails Museum,41.1250607,-101.7140039
Courthouse Museum,41.5700635,-101.690879
Squam Lakes Natural Science Center,43.7336676,-71.5900813
Warner House Museum,43.0779206,-70.7547496
New Hampshire Farm Museum,43.4632026,-70.99154
Libby Museum,43.6144953,-71.257567
Wright Museum,43.5892449,-71.2050681
Little Nature Museum,43.2209146,-71.6886773
Clark House Museum,43.5808649,-71.2021135
Robert Frost Museum,44.2127541,-71.7567161
Stone Iron Furnace Museum,44.2302312,-71.7547383
Littleton Historical Museum,44.3058502,-71.7699261
Jefferson Historical Museum,44.4132637,-71.464836
Museum of the New Hampshire Historical Society,43.2072801,-71.5355716
Colony House Museum,42.932581,-72.2825855
Antique Carriage and Sleigh Museum,42.9048037,-72.5145336
Washington Museum,43.1761886,-72.0967507
John Wingate Weeks Historic Museum,44.4516172,-71.5708166
Little Red Schoolhouse Museum,43.3350502,-72.167686
Old Parsonage Museum,43.0981635,-70.8325489
Moffatt-Ladd House Museum,43.0787182,-70.7600221
Vermont Historical Society Museum and Pavilion,44.2611393,-72.5795127
Norwich University Museum,44.1370852,-72.6607434
Kents Museum,44.3685907,-72.4850091
Maple Grove Museum,44.4214471,-71.9950944
Don Eagle Museum,44.7971292,-71.8554049
South Hero Bicentennial Museum,44.645482,-73.3041904
Stowe Historical Society Museum,44.4639275,-72.6842896
Shaftsbury Historical Society Museum,42.9880943,-73.2068233
Topping Tavern Museum,43.0039669,-73.1570514
Bellows Falls Historical Society Museum,43.1328049,-72.4439992
Brattleboro Museum and Art Center,42.8508112,-72.5566837
President Arthur Birthplace Museum,44.8317142,-72.8037433
Saint Albans Historical Museum,44.8107988,-73.0818266
Holland Historical Society Museum,44.9693125,-72.0369113
Shores Memorial Museum,44.5394519,-72.0121627
Dorset Historical Society Museum,43.2553669,-73.1152223
Lawrence Recreation Center;Rutland Historical Society Museum,43.6067349,-72.9748287
Robeby Museum,44.2226371,-73.2372883
Rokeby Museum Special Collections Library,44.2228896,-73.2374562
Linden Lodge,42.8586929,-72.5642569
Norman Rockwell Museum,43.6278544,-72.9469755
Grafton Historical Society Museum,43.1725697,-72.6080659
Springfield Art and Historical Society Museum,43.3317405,-72.5228683
Daughters of the American Revolution Historic House and Museum,43.6231251,-72.5206497
Bristol County Courthouse,41.670136,-71.2733026
Burnside Memorial Building,41.6694063,-71.2758034
Barrington Preservation Society Museum,41.7404418,-71.3073152
Haffenreffer Museum of Anthropology,41.6787131,-71.2369919
Bristol Historical and Preservation Society Museum,41.6696308,-71.2751396
Charles W. Greene Museum,41.7290154,-71.2817571
Neptune Lodge Number 21,41.1692048,-71.5678608
Museum of Work and Culture,41.9992983,-71.5161356
Tomaquag Indian Museum,41.5573219,-71.6981223
Block Island Historical Society Museum,41.1736103,-71.5622556
Babcock-Smith House Museum,41.3712793,-71.8199353
Culinary Archive and Museum;Johnson & Wales University Culinary Arts Museum,41.7862958,-71.3935694
Warwick Museum of Art,41.6995104,-71.4557831
Jamestown Fire Department Memorial Museum,41.4965079,-71.3705343
Jamestown Museum,41.4963834,-71.3738119
Linden Place Museum,41.6710924,-71.2764638
Herreshoff Marine Museum,41.6634352,-71.2717155
James Maxwell House Museum,41.7303794,-71.285605
The Doll Museum,41.4787137,-71.3142173
Sydney L Wright Memorial Museum of Indian Artifacts,41.4975318,-71.3739982
Newport Historical Society and Museum,41.4892593,-71.3118567
Newport Museum of Costume,41.4878803,-71.3131063
Newport Art Museum,41.4855153,-71.3081382
Bowers Beach Maritime Museum,39.0596582,-75.4022551
Anna Hazzard Museum,38.7152818,-75.0834845
Bridgeville Historical Society Museum,38.7429173,-75.6012216
Black Horse Inn,42.4561564,-97.8997123
Kansas First Territorial Capitol,39.085216,-96.7620269
Lanesville School Historic Site,38.788524,-94.991641
Carry Nation House,37.2841894,-98.5795277
Steele Home Museum,38.6733489,-100.9184821
Cloud County Historical Museum,39.5708353,-97.6589284
Coronado-Quivira Museum,38.345709,-98.203615
Legler Barn Museum,39.0143,-94.7605
Wonderscope Children Museum,38.9068,-94.6505
Franklin Community Center & Heritage Museum,37.5211514,-94.7047413
Gardner Historical Museum,38.8112878,-94.93128
Johnson County Historical Museum,39.0142,-94.7604
Kansas Firefighters Museum,37.6697,-97.335251
Kansas African American Museum,37.694939,-97.339785
The 1950's All - Electric House Museum,39.014257,-94.760449
Allen - Lambe House Museum,37.689767,-97.29246
Museum of World Treasures,37.687053,-97.327886
Great Plains Transportation Museum,37.686327,-97.329563
Wichita Art Museum,37.69494,-97.356372
Lansing Historical Museum,39.249817,-94.898436
Valley Center Cultural and Historical Museum,37.832727,-97.37149
Derby Historical Museum,37.5448098,-97.2628417
Wichita - Sedgwick County Historical Museum,37.6847318,-97.3379481
Old Cowtown Museum,37.693791,-97.362251
Wichita State University - Lowell D Holmes Museum of Anthropology,37.68698,-97.335579
Clearwater Historical Society Museum,37.505992,-97.497329
Cherokee Strip Museum,37.0326422,-97.0411367
Lyon County Historical Museum,38.4052919,-96.1780514
Fick Fossil and History Museum,39.1280353,-100.8618717
Mulvane Historical Museum,37.4743588,-97.2457365
Fort Hays State Historic Site,38.8625406,-99.3430333
Turner Lodge,33.9273229,-97.3086283
U.S. Army Artillery Museum,34.6689611,-98.387831
Cherokee Strip Museum,36.2908737,-97.3214322
World of Wings Museum,35.535732,-97.470124
Camp Ripley Environmental Education Center,46.0808961,-94.3590406
Carlton County Historical Society,46.7214168,-92.4590358
Amador Heritage Center,45.4929689,-92.7853722
John Lind House,44.3123721,-94.4617443
Wanda Gag House,44.3141957,-94.4655923
Karpeles Manuscript Library Museum,46.7962002,-92.0875538
Virginia Heritage Museum,47.5290409,-92.5476698
Ely-Winton History Museum,47.9052212,-91.8372367
Kittson County Historical Museum,48.7350496,-96.6600783
Becker County Museum,46.8189066,-95.8499014
Warroad Heritage Center and Museum,48.9069826,-95.3175599
Proctor Area Historical Museum,46.7427171,-92.2248547
Hibbing Historical Society and Museum,47.4266667,-92.9363889
Paul Bunyan Historical Museum,47.0036688,-94.7305785
Driftwood Gift Shop and Museum,46.6783333,-94.2805556
Washington County Historical Society Museum,45.039043,-92.8215216
Afton Historical Museum,44.9027778,-92.7827778
3M Museum,47.0209035,-91.6712456
Gopher State Railroad Museum,44.5830533,-93.5826324
Lighthouse Point Museum,47.0141667,-91.6638889
Edna G Tugboat Museum,47.0168752,-91.6725612
Soo Line Depot Museum,46.483582,-93.9501355
Winnebago Museum,43.7685663,-94.1644059
Etta C Ross Museum,43.6382883,-94.0982932
Wakefield House Museum,43.6385661,-94.0966264
Myrtle Museum,43.5638483,-93.1640902
Martin County Historical Society and Pioneer Museum,43.6518997,-94.4585832
Freeborn County Historical Society Museum,43.6598347,-93.3591549
Alden Community Museum,43.6706533,-93.5756416
Pipestone County Museum,43.9998862,-96.3172513
Union Depot (Historic),44.0940734,-93.237716
Winona County Historical Society Armory Museum,44.0526138,-91.6392618
Watkins Heritage Museum,44.0498536,-91.6281461
Blue Earth County Heritage Center Museum,44.1599664,-94.0030108
Le Sueur County Museum,44.2011111,-93.6730556
Arches Museum,44.0005183,-91.816819
Museum of Brewing,44.2888889,-94.4383333
Le Sueur Museum,44.4655248,-93.9100133
Mayoview History Center,44.4621921,-93.9151419
Treaty Site History Center Museum,44.3488382,-93.9503913
Sleepy Eye Depot Museum,44.2982115,-94.7241348
Minnesota Music Hall of Fame Museum,44.3132448,-94.4615849
Methodist Church Museum,43.6880445,-92.3929251
Washburn-Zittleman Museum,43.6876566,-92.3931155
Mower County Historical Society Exhibits,43.6608155,-92.9899733
Rydjor Bike Museum,43.6679919,-92.9750678
Lanesboro History Museum,43.7205803,-91.9772867
Harmony Toy Museum,43.5541323,-92.0096043
Steam Engine Museum,43.5205234,-91.7695949
Westbrook Heritage House Museum,44.0421826,-95.4361128
Fillmore County Historical Center,43.7399639,-92.1362717
Round House Railroad Club,43.9732597,-94.6414206
Heritage Village Museum,43.9347325,-94.9190016
Waseca County Historical Society Museum,44.0787132,-93.5035382
Meeker County Historical Society Museum,45.1288908,-94.5263353
Depot Museum,45.0811168,-94.3152
Swensson Farm Museum,44.8847222,-95.5916667
Swift County Historical Museum,45.3102199,-95.6153673
Minnesota's Machinery Museum,44.692789,-95.6216721
Dassel Museum,45.0878144,-94.3085818
Lac qui Parle County Museum,45.0064917,-96.1957539
Swensson Farm Museum,44.8847222,-95.5916667
Meeker County Historical Society Museum,45.1288738,-94.5263889
Minnesota's Machinery Museum,44.6927679,-95.621674
Yellow Medicine County Museum,44.798691,-95.5369578
Swift County Historical Museum,45.3116667,-95.6125
Plainview Area History Center,44.1642844,-92.1716347
Arrowhead Bluffs Museum,44.3543549,-92.0500257
Goodhue County Historical Society Museum,44.5592411,-92.5435522
Cottonwood Area Historical Society Museum,44.6091667,-95.6702778
Redwood County Museum,44.5406574,-95.1198375
McLeod County Historical Society / Museum,44.8938889,-94.3969444
Renville County Historical Museum,44.5554098,-94.9839573
Yellow Medicine County Museum,44.7986054,-95.5368881
Red Wing Shoe Museum,44.5661976,-92.5345982
Vasa Museum,44.5039166,-92.7229786
Cannon Falls Historical Museum,44.5081287,-92.903384
Cass Lake Museum,47.3823056,-94.6083361
Pine County Historical Museum,46.1866667,-92.7822222
Hinckley Fire Museum,46.015,-92.9430556
Rural School Museum,45.8197222,-92.9711111
Sherburne County Historical Society Museum,45.4005474,-93.8865715
Moose Lake Depot Museum,46.453945,-92.7686421
Grand Portage Museum,47.9669444,-89.6811111
Finn Creek Museum,46.4544311,-95.3320382
Otter Tail County Historical Society Museum,46.28389,-96.095
WonderTrek Children's Museum,46.36333,-94.17889
Winnibigoshish Historical Center,47.36667,-94.38889
Schwanke's Museum,45.0948527,-95.0465065
Minnesota Baseball Hall of Fame Museum,45.5616684,-94.1559738
Cokato Museum,45.075383,-94.19078
Kandiyohi County Historical Society Museum,45.1270058,-95.0362455
Pope County Historical Museum,45.6419738,-95.385813
Todd County Museum,45.9740237,-94.8595424
Chisago County Historical Society Museum,45.6847222,-92.98
Charles A Weyerhaeuser Museum,45.9541667,-94.39
Wilkin County Museum,46.265,-96.5847222
Minnesota Fishing Museum,45.9773838,-94.3737387
Melrose Area Museum,45.6723355,-94.8065051
Olin Heritage Center,41.9972795,-91.1421345
Historic Squirrel Cage Jail,41.2577912,-95.8519283
Museum of Western Jesuit Missions,38.7858,-90.3788
Presbyterian Church in America Historical Center,38.6431459,-90.4511173
Caldwell Franklin County Museum,38.508941,-90.9840314
Cozy Grove Hotel,36.7967252,-91.8957055
Harry S Truman National Historic Site Visitor Center,39.0936023,-94.4154206
Museum of Transportion,38.5719752,-90.4623996
Arabia Steamboat Museum,39.1094408,-94.5814477
Taum Sauk Nature Museum,37.5181036,-90.8259556
Scholte House Museum & Gardens,41.408233,-92.9176771
National Rivers Hall of Fame,42.4956216,-90.6588494
Pin Oak Marsh Lodge Educational Center,40.9947223,-93.3074317
Crandalls Lodge,43.4971835,-95.1149952
Brunnier Art Museum,42.0214767,-93.6362991
Iowa Falls Historical Museum,42.5217095,-93.2638422
Heritage Park Museum,41.7263831,-92.7196347
Weatherbee School Museum,42.0498573,-92.9094111
Marshall County Historical Museum,42.0480435,-92.9090885
South Amana Barn Museum,41.7778337,-91.9674156
Amana Community Church Museum,41.7594532,-91.8671215
Iowa County Historical Society,41.7970663,-92.0615965
Wagaman Mill Museum,41.5808298,-92.7826928
Delmar Depot Museum,42.0023272,-90.6069442
Jasper County Historical Museum,41.6855065,-93.0762379
Pearl Bottom Museum,41.4211232,-91.0464484
Vinton Railroad Depot and Museum,42.1652729,-92.0224028
Red Barn Model Railroad Museum,42.5972072,-91.5318146
Heritage House Museum,42.5516614,-91.1140226
National Farm Toy Museum,42.4710871,-91.1113445
Camanche Historical Museum,41.7858019,-90.2595627
Jackson County Historical Society Museum,42.0704208,-90.6506816
Anamosa State Penitentiary Museum,42.1125114,-91.29138
National Motorcycle Museum,42.1050707,-91.2659896
Russell Rensselaer House Museum,42.4943515,-92.3459435
Grinnell Historical Museum,41.7470062,-92.7244738
Dyer-Botsford Victorian House and Doll Museum,42.4843495,-91.1206601
West Branch Heritage Museum,41.6717147,-91.3470733
Iowa Children's Museum,41.6904735,-91.6000181
Museum of Natural History,41.6620019,-91.5356188
FFA Historical and Ag Museum,42.3137906,-92.1918391
Hudson Depot Museum,42.4080419,-92.4510225
Iowa Band Museum,42.5364909,-92.4471386
Iowa Gold Star Museum,41.7031911,-93.7116563
History Center,41.9820924,-91.6611033
Fire Station Museum,41.4048168,-92.9160672
Rolscreen Museum,41.3988869,-92.9163093
Vermeer Museum and Global Pavilion,41.4081164,-92.8721004
Iowa Heartland History Connection,41.018657,-92.4149224
National Sprint Car Hall of Fame and Museum,41.3280519,-93.1107597
Melcher-Dallas Coal Mining and Heritage Museum,41.2240282,-93.2416908
Historical Village Museum,41.4063098,-92.9138762
Johnny Clock Museum,40.9955792,-91.7640564
Dumonts' Museum of Dreamworld Collectibles,41.2916788,-92.2057367
What Cheer Brick School Museum,41.3996538,-92.3519964
Davis County Historical Museum,40.7505773,-92.4140741
Theatre Museum of Repertoire Americana,40.9552524,-91.5481244
Samuel F Miller House Museum,40.3982244,-91.379642
Pioneer Historical Museum,40.6397231,-91.7405045
Winfield Museum,41.1278051,-91.4384904
Midwest Old Threshers Heritage Museum,40.9552443,-91.547427
Dover Historical Museum,40.9255887,-91.405155
Monona County Veterans Memorial Museum,42.036799,-96.0987864
Museum of Religious Arts,41.6169474,-95.8219025
Conger House Museum,41.2980729,-91.6821111
Monona County Historical Museum,42.0380439,-96.0989044
Shelby County Historical Museum,41.6509038,-95.3275794
Cen + Ten Museum,41.7903568,-95.2059237
Louisa County Historical Museum,41.1840244,-91.1964975
Rural Free Delivery Postal Museum,41.0947539,-91.2548732
Odebolt Historical Museum,42.3119291,-95.2569391
Museum of Danish America,41.5934772,-95.0679115
Danish Windmill Museum and Welcome Center,41.5888772,-95.060546
Moorehead Historical Museum,42.3416538,-95.4688887
Lake View Museum,42.3066964,-95.0534592
Battle Hill Museum of Natural History,42.3180439,-95.5938913
Farmstead Museum,42.0378549,-94.8377157
General Store Museum,41.6283212,-95.072491
Little Red Schoolhouse Museum,41.6960523,-94.9217746
Audubon County Courthouse Museum,41.5913763,-94.8749841
Zion School Museum,40.9217028,-91.2279272
Greene County Historical Museum,42.015001,-94.3723688
Jefferson Telephone Company Museum,42.0141498,-94.3755239
Forest Park Museum,41.8260966,-94.0877346
Adel Historical Museum,41.6169325,-94.0224532
Madrid Historical Museum,41.8760116,-93.8208135
Hickory Grove Rural School Museum,42.1138684,-94.0252325
Blanden Memorial Art Museum,42.5027367,-94.1846047
Curious Kids' Museum,42.504136,-94.1607932
Gowrie Depot Historical Museum,42.2846981,-94.2891324
Vintage Iron Antiques Museum,42.2694211,-93.9266166
Bremer County Historical Society Museum,42.7259021,-92.4759089
Greene Historical Museum,42.8960844,-92.8024158
Dumont Historical Museum,42.7494728,-92.9723928
Floyd County Historical Society Museum,43.0630519,-92.6791046
Marble Rock Historical Society Museum,42.9651904,-92.8677198
Oelwein Area Historical Society Museum,42.6663584,-91.9098192
Clermont Museum,43.0000618,-91.6562249
Fayette County Historical Museum;Fayette County Historical Library,42.9615064,-91.8060411
Africa and North American Wildlife Museum,42.8927464,-93.2071464
Cedar Valley Memories Museum,43.2844155,-92.8363066
Franklin County Historical Museum,42.7416082,-93.2193942
Worth County Historical Museum,43.4437665,-93.2187134
Swensrud School Museum,43.4435985,-93.219319
Nishna Heritage Museum,41.3097186,-95.3970748
Walnut Creek Historical Museum,41.4777677,-95.222496
Carter House Museum,42.8551946,-91.4020971
Plagmans Barn Museum,42.7402665,-91.2417985
Garnavillo Historical Museum,42.868401,-91.2375378
Lockmasters House Heritage Museum,42.7861808,-91.0963454
Monona Historical Museum,43.0510938,-91.3884707
Wilder Memorial Museum,42.6841265,-91.5360288
Museum of River History,43.3621616,-91.2165264
Howard County Log Cabin Museum,43.371313,-92.1178562
Kellow House - Howard County Museum,43.3783012,-92.1232217
Chickasaw County Museum,42.9588647,-92.526573
Jackson Number Twelve School Museum,43.1194176,-92.2104507
Cass County Historical Society Museum,41.2333243,-95.1369374
Diagonal Printing Museum,40.8094391,-94.3391483
The Restored Burlington Northern Depot & World War II Memorial Museum,41.0023316,-95.2310135
Olson/Linn Museum,40.9311004,-94.9760929
Taylor County Historical Museum,40.6668776,-94.7217488
Kline Museum,41.0228662,-94.6110369
Greater Shenandoah Historical Museum,40.7661082,-95.369988
Nodaway Valley Historical Museum,40.7216575,-95.0372014
Clarinda Treatment Complex Museum,40.758324,-95.0349798
Montgomery County Historical Center,41.0298719,-95.2265988
RailsWest Railroad Museum,41.247232,-95.8522476
Great Plains Wing Museum,41.2584546,-95.7628334
Nelson Pioneer Farm Museum,41.3325056,-92.6218582
Airpower Museum Library,40.987792,-92.4840758
Prairie Trails Museum,40.7575055,-93.3113227
Wayne County Museum Library,40.7575213,-93.3114813
Williamson School Museum,41.0877672,-93.2547634
Belinda Toy and Antique Museum,41.1394431,-93.1946512
Moravia Wabash Depot Museum,40.8919371,-92.8251323
Historical and Coal Mining Museum,40.732236,-92.8746431
Monroe County Historical Museum,41.0277857,-92.8060291
Moulton Historical Society Museum,40.6916863,-92.6765814
Warren County Historical Museum,41.3572511,-93.5777732
